name,longitude,latitude,reference,GBIF.ID,full.reference,comment,rep
Marmosa jansae,-77.0333333333333,1.25,Voss and Giarla (2021),NA,"Voss, R. S., & Giarla, T. C. (2021). A Revision of the Didelphid Marsupial Genus Marmosa Part 3. A New Species from Western Amazonia, with Redescriptions of M. perplexa Anthony, 1922, and M. germana Thomas, 1904. American Museum Novitates, 2021(3969). https://doi.org/10.1206/3969.1",NA,FALSE
Marmosa jansae,-75.55,1.08333333333333,Voss and Giarla (2021),NA,"Voss, R. S., & Giarla, T. C. (2021). A Revision of the Didelphid Marsupial Genus Marmosa Part 3. A New Species from Western Amazonia, with Redescriptions of M. perplexa Anthony, 1922, and M. germana Thomas, 1904. American Museum Novitates, 2021(3969). https://doi.org/10.1206/3969.1",NA,FALSE
Marmosa jansae,-76.7166666666667,-1.13333333333333,Voss and Giarla (2021),NA,"Voss, R. S., & Giarla, T. C. (2021). A Revision of the Didelphid Marsupial Genus Marmosa Part 3. A New Species from Western Amazonia, with Redescriptions of M. perplexa Anthony, 1922, and M. germana Thomas, 1904. American Museum Novitates, 2021(3969). https://doi.org/10.1206/3969.1",NA,FALSE
Marmosa jansae,-76.25,-1.05,Voss and Giarla (2021),NA,"Voss, R. S., & Giarla, T. C. (2021). A Revision of the Didelphid Marsupial Genus Marmosa Part 3. A New Species from Western Amazonia, with Redescriptions of M. perplexa Anthony, 1922, and M. germana Thomas, 1904. American Museum Novitates, 2021(3969). https://doi.org/10.1206/3969.1",NA,FALSE
Marmosa jansae,-78.25,-1.96666666666667,Voss and Giarla (2021),NA,"Voss, R. S., & Giarla, T. C. (2021). A Revision of the Didelphid Marsupial Genus Marmosa Part 3. A New Species from Western Amazonia, with Redescriptions of M. perplexa Anthony, 1922, and M. germana Thomas, 1904. American Museum Novitates, 2021(3969). https://doi.org/10.1206/3969.1",NA,FALSE
Marmosa jansae,-77.75,-2.2,Voss and Giarla (2021),NA,"Voss, R. S., & Giarla, T. C. (2021). A Revision of the Didelphid Marsupial Genus Marmosa Part 3. A New Species from Western Amazonia, with Redescriptions of M. perplexa Anthony, 1922, and M. germana Thomas, 1904. American Museum Novitates, 2021(3969). https://doi.org/10.1206/3969.1",NA,FALSE
Marmosa jansae,-73.8,-4.33333333333333,Voss and Giarla (2021),NA,"Voss, R. S., & Giarla, T. C. (2021). A Revision of the Didelphid Marsupial Genus Marmosa Part 3. A New Species from Western Amazonia, with Redescriptions of M. perplexa Anthony, 1922, and M. germana Thomas, 1904. American Museum Novitates, 2021(3969). https://doi.org/10.1206/3969.1",NA,FALSE
Marmosa jansae,-73.7,-4.61666666666667,Voss and Giarla (2021),NA,"Voss, R. S., & Giarla, T. C. (2021). A Revision of the Didelphid Marsupial Genus Marmosa Part 3. A New Species from Western Amazonia, with Redescriptions of M. perplexa Anthony, 1922, and M. germana Thomas, 1904. American Museum Novitates, 2021(3969). https://doi.org/10.1206/3969.1",NA,FALSE
Marmosa jansae,-76.2,-3,Voss and Giarla (2021),NA,"Voss, R. S., & Giarla, T. C. (2021). A Revision of the Didelphid Marsupial Genus Marmosa Part 3. A New Species from Western Amazonia, with Redescriptions of M. perplexa Anthony, 1922, and M. germana Thomas, 1904. American Museum Novitates, 2021(3969). https://doi.org/10.1206/3969.1",NA,FALSE
